Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social,sales_total,sales_ps,sales_growth
BHGE,Baker Hughes Inc.,12/31/2012,18013.8357,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102020,Oil and Gas Operations Support Activities,2510202040,Oil and Gas Well Servicing,2.5102E+11,Oil and Gas Well Servicing,5.099999905,6.900000095,6.599999905,21130,48.43764172,6.550350461
BLL,Ball Corporation,12/31/2012,6700.38622,45,Non-Energy Materials,4520,Manufactured Products,452015,Containers and Packaging,45201510,Metal Packaging Products,4520151010,Metal Cans and Closures Manufacturing,4.52015E+11,Metal Cans and Closures Manufacturing,9.300000191,4,8.899999619,8788.8,27.79756332,2.641720973
BAC,Bank of America Corporation,12/31/2012,125135.6407,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201010,Other United States Commercial Banks,3.0102E+11,Other United States Commercial Banks,2.5,0.200000003,2,98933,8.963039259,-16.85953191
BK,Bank of New York Mellon Corporation,12/31/2012,29901.70176,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102515,Other Securities Sales and Trading Services,3.0201E+11,Other Clearing and Settlement Services,4,8.800000191,4.800000191,15310,12.62696978,1.572347907
BAX,Baxter International Inc.,12/31/2012,36410.59491,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,9.399999619,5.800000191,2.200000048,14193,25.52697842,2.144656351
BBT,BB&T Corporation,12/31/2012,20369.08208,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States South Atlantic Commercial Banks,0.800000012,8.199999809,5.099999905,10578,14.92219384,1.253948502
BEAM,Beam Suntory Inc.,12/31/2012,9781.751387,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151010,Alcoholic Beverage Production,5.01515E+11,Distilleries,2.299999952,10,4.599999905,2469.3,15.35634328,-
BDX,"Becton, Dickinson and Company",12/31/2012,15165.8224,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,8.600000381,7.400000095,4.800000191,7838.711,36.85029711,-0.455048572
BBBY,Bed Bath & Beyond Inc.,12/31/2012,12643.26376,20,Consumer Cyclicals,2025,Consumer Retail,202520,Home Improvement Retail,20252015,Furniture and Home Furnishings Stores,2025201520,Home Decor and Furnishings Stores,2.0252E+11,Home Decor and Furnishings Stores,5.900000095,10,4.5,10245.422,38.95153553,10.49204086
BMS,"Bemis Company, Inc.",12/31/2012,3453.072,45,Non-Energy Materials,4520,Manufactured Products,452015,Containers and Packaging,45201525,Plastic Packaging Products,4520152520,Plastic Bag Manufacturing,4.52015E+11,Plastic Bag Makers,2.400000095,4,2.200000048,5139.222,49.46294514,-3.446540928
BRK.B,Berkshire Hathaway Inc. Class B,12/31/2012,221058.2921,30,Finance,3015,Insurance,301510,Insurance,30151030,Diversified Insurance,3015103010,Diversified Insurance,3.0151E+11,Diversified Insurance,4.699999809,5.699999809,2.700000048,160837,64.93372268,9.636673483
BBY,"Best Buy Co., Inc.",12/31/2012,4004.41125,20,Consumer Cyclicals,2025,Consumer Retail,202515,Electronics and Entertainment Retail,20251510,Electronics Retail,2025151025,General Electronics Retail,2.02515E+11,General Electronics Retail,8.399999619,10,4.699999809,49229,138.4247884,-1.838447887
BIG,"Big Lots, Inc.",12/31/2012,1629.56268,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,3.400000095,4,3.5,5316.297,74.94013166,5.23907295
BIIB,Biogen Inc.,12/31/2012,34628.50734,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,2.700000048,10,4.099999905,4449.66,18.56036122,6.486020668
BLK,"BlackRock, Inc.",12/31/2012,34908.21409,30,Finance,3020,Investment Services,302010,Investment Services,30201010,Asset Management and Financial Advisory Services,3020101015,Diverse Asset Management and Financial Advisors,3.0201E+11,Diverse Asset Management and Financial Advisors,7.199999809,8.5,5.599999905,9462,53.1520243,3.875288177
BMC,"BMC Software, Inc.",12/31/2012,5653.774,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153520,Diversified IT Infrastructure Software,5.52015E+11,Diversified IT Infrastructure Software,4.900000095,10,3.900000095,2197.5,12.56944444,1.290619959
BA,Boeing Company,12/31/2012,56944.31682,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101010,Aerospace Equipment,4010101010,Aviation Equipment,4.0101E+11,Aircraft Manufacturing,7.900000095,4.099999905,4.300000191,81698,107.2856205,18.8593875
BWA,BorgWarner Inc.,12/31/2012,8277.316702,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101015,Consumer Vehicle Powertrain and Chassis Makers,2.0201E+11,Powertrain Manufacturing,6.199999809,4,5.300000191,7177.9,29.56861679,0.868453226
BXP,"Boston Properties, Inc.",12/31/2012,16040.92392,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Office Equity REITs,8.5,7,5.599999905,1880.091,12.45865265,6.879038681
BSX,Boston Scientific Corporation,12/31/2012,7768.227789,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151010,Cardiology Medical Devices,3.52015E+11,Cardiology Surgical Devices,5.800000191,8.600000381,2.299999952,7250,5.153195422,-4.880608764
BMY,Bristol-Myers Squibb Company,12/31/2012,53121.7,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,3.400000095,5.099999905,2.400000095,17621,10.43898104,-17.05422708
BRCM,Broadcom Corporation Class A,12/31/2012,18896.49,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102040,Specialized Semiconductors,5510204020,Other Specialized Semiconductors,5.5102E+11,Other Specialized Semiconductors,4.300000191,8.5,3.799999952,7820,13.57638889,8.88331941
BF.B,Brown-Forman Corporation Class B,12/31/2012,13500.14325,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151010,Alcoholic Beverage Production,5.01515E+11,Distilleries,1.700000048,4,5.400000095,2739.1,5.038816435,-0.34200473
BCR,"C. R. Bard, Inc.",12/31/2012,7985.104756,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,6.699999809,6.699999809,3.099999905,2958.1,35.0485782,2.130230631
CHRW,"C.H. Robinson Worldwide, Inc.",12/31/2012,10199.09294,40,Industrials,4015,Industrial Services,401515,Delivery and Logistics Services,40151520,Logistics and Supply Chain Service Providers,4015152010,Logistics and Supply Chain Service Providers,4.01515E+11,Logistics and Supply Chain Service Providers,8.5,1,1.100000024,11359.113,70.14136194,9.894860331
CA,"CA, Inc.",12/31/2012,9907.825866,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153520,Diversified IT Infrastructure Software,5.52015E+11,Diversified IT Infrastructure Software,6.599999905,10,6.599999905,4680,9.885010267,-0.19193858
CVC,Cablevision Systems Corporation Class A,12/31/2012,3954.599938,60,Telecommunications,6010,Telecommunications,601010,Other Telecommunications Services,60101025,Other United States Telecommunications Services,6010102510,Other United States Telecommunications Services,6.0101E+11,United States Video and Television Services,7.699999809,3.700000048,7.599999905,6705.461,25.08308458,-3.757809004
COG,Cabot Oil & Gas Corporation,12/31/2012,10446.65996,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Eastern Region Fossil Fuel Exploration/Production,0,5.300000191,2.5,968.714,2.295606963,8.298033849
CAM,Cameron International Corporation,12/31/2012,13928.46384,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201510,Oil and Gas Field Equipment Manufacturing,2.5102E+11,Oil and Gas Wellhead and Pressure Control Products,2.700000048,6.5,5,8507.5,34.29060863,22.28690528
CPB,Campbell Soup Company,12/31/2012,10920.57,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,2.900000095,8.5,4.900000095,7882,22.49216301,2.257394914
COF,Capital One Financial Corporation,12/31/2012,33727.25921,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101520,Credit Cards,3.0301E+11,Credit Cards,8.300000191,4,4.5,23938,42.22791519,26.83728077
CAH,"Cardinal Health, Inc.",12/31/2012,14042.38,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151020,Healthcare Distributors,3515102020,Other Pharmaceuticals Distributors,3.5151E+11,Other Pharmaceuticals Distributors,9.800000191,6,2.200000048,104803,308.1690544,-1.782116235
CFN,CareFusion Corporation,12/31/2012,6361.908,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,4.800000191,6.699999809,4.300000191,3626,15.92035398,1.625560538
KMX,"CarMax, Inc.",12/31/2012,8567.260249,20,Consumer Cyclicals,2015,Miscellaneous Retail,201510,Auto Retail,20151015,Motor Vehicle Sales,2015101510,Automobile Dealers,2.0151E+11,Used Car Dealers,2.200000048,8.5,6.300000191,10610.719,43.35799082,8.489810675
CCL.U,Carnival Corporation,12/31/2012,28533.52,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101010,Accommodation Providers,1510101010,Cruise Lines,1.5101E+11,Ocean-Going Cruise Lines,7.099999905,8.5,3.299999952,15382,19.74582798,-2.608585539
CAT,Caterpillar Inc.,12/31/2012,58697.91288,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102025,Natural Resource and Construction Machinery Makers,4010202515,Multi-Type Resource/Construction Machinery Makers,4.0102E+11,Multi-Type Resource/Construction Machinery Makers,6.699999809,4.199999809,6,65875,98.37962963,9.539725298
CBRE,"CBRE Group, Inc. Class A",12/31/2012,6568.635521,30,Finance,3025,Real Estate,302515,Real Estate Investment and Services,30251510,Other Real Estate Investment and Services,3025151010,Commercial Real Estate Services and Brokerage,3.02515E+11,Commercial Real Estate Services and Brokers,6.800000191,6.800000191,8.699999809,6514.099,19.91810311,10.30729275
CBS,CBS Corporation Class B,12/31/2012,23971.5,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101510,Other Entertainment and Programming Providers,1.5151E+11,General Entertainment and Programming,10,5.400000095,4.599999905,14089,21.37936267,-1.095121095
CELG,Celgene Corporation,12/31/2012,32937.92798,35,Healthcare,3510,Biopharmaceuticals,351010,Non-System-Specific Biopharmaceuticals,35101015,Oncology Biopharmaceuticals,3510101520,Other Oncology Biopharmaceuticals,3.5101E+11,Other Oncology Biopharmaceuticals,2.900000095,8.5,3.799999952,5425.798,6.154545413,12.05457629
CNP,"CenterPoint Energy, Inc.",12/31/2012,8239,65,Utilities,6510,Utilities,651010,Energy Utilities,65101015,Natural Gas Utilities,6510101515,United States Natural Gas Utilities,6.5101E+11,United States Natural Gas Utilities,4.099999905,10,5.300000191,7469,17.37809276,-10.13115149
CTL,"CenturyLink, Inc.",12/31/2012,24475.74096,60,Telecommunications,6010,Telecommunications,601015,Wireless and Wireline Telecommunications Services,60101515,Wireline Services,6010151530,United States Wireline Services,6.01015E+11,Multi-Type United States Wireline Services,5.300000191,4.800000191,4.400000095,18376,29.52987779,19.70774789
CERN,Cerner Corporation,12/31/2012,13338.6456,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151015,Healthcare Administrative Support Services,3515101515,Healthcare and Pharma Industry Software,3.5151E+11,Healthcare Management Software,4.800000191,4.699999809,6.800000191,2665.436,7.585320182,20.98279148
CF,"CF Industries Holdings, Inc.",12/31/2012,12789.06177,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102020,Agrochemical Products,4510202010,Fertilizers Manufacturing,4.5102E+11,Nitrogenous Fertilizer Manufacturing,1.100000024,3,0.100000001,6104,18.86862442,0.100034438
SCHW,Charles Schwab Corporation,12/31/2012,18345.31846,30,Finance,3020,Investment Services,302010,Investment Services,30201030,Diversified Investment,3020103010,Diversified Investment,3.0201E+11,Diversified Investment,5,7,4.599999905,5081,3.985098039,3.377416073
CHK,Chesapeake Energy Corporation,12/31/2012,11040.9974,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Mid-Continent Fossil Fuel Exploration/Production,0.5,3.099999905,0.400000006,10391,17.72472784,2.850638424
CVX,Chevron Corporation,12/31/2012,210515.9097,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101515,Integrated Oil and Gas Exploration and Production,2510151510,Integrated Oil and Gas Exploration and Production,2.51015E+11,Integrated Oil and Gas Exploration and Production,2.799999952,4.5,3.700000048,230639,117.3735369,-5.867011681
CMG,"Chipotle Mexican Grill, Inc.",12/31/2012,9248.92378,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102515,Limited-Service and Fast Food Restaurants,1.5101E+11,Mexican Restaurants,5.599999905,4,3.700000048,2731.224,85.93348646,20.3422003
CB.1,Chubb Corporation,12/31/2012,19715.99029,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Multi-Type Commercial Insurance,6.800000191,7.599999905,1.799999952,13602,50.11790715,0.243201415
CI,Cigna Corporation,12/31/2012,15280.41834,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152035,Diversified Healthcare Services,3515203510,Diversified Healthcare Services,3.5152E+11,Diversified Healthcare Services,8.399999619,4.400000095,4.300000191,29188,100.6113356,32.72702469
CINF,Cincinnati Financial Corporation,12/31/2012,6383.08,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Multi-Type Commercial Insurance,4,7.599999905,1.700000048,4130,25.32063228,6.994818653
CTAS,Cintas Corporation,12/31/2012,5040.056979,10,Business Services,1010,Business Services,101020,Business Support Services,10102010,Facilities and Other Support Services,1010201015,Other Support Services,1.0102E+11,Linen and Uniform Supply Services,1.399999976,10,4,4177.405,31.54583836,4.796147729
CSCO,"Cisco Systems, Inc.",12/31/2012,104357.9634,55,Technology,5515,Hardware,551515,Communications Equipment,55151525,Other Communications Equipment,5515152510,General Communications Equipment,5.51515E+11,General Communications Equipment,5,6.699999809,4.099999905,46681,8.52350111,6.762876224
C,Citigroup Inc.,12/31/2012,119822.6472,30,Finance,3020,Investment Services,302010,Investment Services,30201030,Diversified Investment,3020103010,Diversified Investment,3.0201E+11,Diversified Investment,6.5,1.700000048,4.800000191,98954,32.34952744,-7.064502799
