Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social
DHR,Danaher Corporation,12/31/2014,60365.553,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,5.400000095,6.099999905,1.799999952
DRI,"Darden Restaurants, Inc.",12/31/2014,7777.09361,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102510,Full-Service Restaurants and Bars,1.5101E+11,United States Full-Service Restaurants and Bars,6.900000095,3,3.099999905
DVA,DaVita Inc.,12/31/2014,16332.64692,35,Healthcare,3515,Healthcare Services,351515,Patient Care,35151530,Other Ambulatory and Outpatient Patient Care,3515153030,Specialized Ambulatory and Outpatient Patient Care,3.51515E+11,Specialized Patient Care,9.100000381,2.299999952,3.599999905
DE,Deere & Company,12/31/2014,30566.77418,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102025,Natural Resource and Construction Machinery Makers,4010202510,Agriculture and Farming Machinery Manufacturing,4.0102E+11,Agriculture and Farming Machinery Manufacturing,4.199999809,10,7.400000095
APTV,Delphi Automotive PLC,12/31/2014,21206.56357,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101010,Automobile Comfort/Safety/Electronics Parts Makers,2.0201E+11,Auto Interior Comfort/Safety/Electronics Products,6.099999905,10,3
DAL,"Delta Air Lines, Inc.",12/31/2014,40594.45248,40,Industrials,4015,Industrial Services,401530,Passenger Transportation,40153010,Air Passenger Transportation,4015301030,United States Air Passenger Service Providers,4.0153E+11,United States Air Passenger Service Providers,4.5,10,3.700000048
DNR,Denbury Resources Inc.,12/31/2014,2872.852605,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Gulf Coast Fossil Fuel Exploration/Production,4.5,7.199999809,4.800000191
XRAY,DENTSPLY International Inc.,12/31/2014,7502.75988,35,Healthcare,3520,Healthcare Equipment,352020,Other Medical Devices,35202015,Specialized Medical Devices,3520201510,Other Specialized Medical Devices,3.5202E+11,Dental Devices,7.699999809,4.5,5.699999809
DVN,Devon Energy Corporation,12/31/2014,25034.89,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Other US South Fossil Fuel Exploration/Production,2.700000048,7.599999905,4.5
DO,"Diamond Offshore Drilling, Inc.",12/31/2014,5034.699372,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201515,Oil and Gas Well Drilling,2.5102E+11,Offshore Oil and Gas Well Drilling,2.900000095,3.799999952,2.400000095
GMH,DIRECTV,12/31/2014,43586.98075,-,-,-,-,-,-,-,-,-,-,-,-,8.100000381,7.099999905,3.5
DFS,Discover Financial Services,12/31/2014,29417.34085,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101520,Credit Cards,3.0301E+11,Credit Cards,8.800000191,10,2.799999952
DISCA,"Discovery, Inc. Class A",12/31/2014,15120.105,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101515,Television Cable and Broadcast Networks,1.5151E+11,US TV Cable and Broadcast Networks,7.900000095,2.400000095,9.300000191
DISCK,"Discovery, Inc. Class C",12/31/2014,14799.708,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101515,Television Cable and Broadcast Networks,1.5151E+11,US TV Cable and Broadcast Networks,7.900000095,2.400000095,9.300000191
DG,Dollar General Corporation,12/31/2014,21450.1679,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,3.200000048,3,3
DLTR,"Dollar Tree, Inc.",12/31/2014,14477.166,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,2.900000095,8.5,4.300000191
D,Dominion Energy Inc,12/31/2014,44986.5,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Atlantic Electric Utilities,5.599999905,8.5,1.700000048
DOV,Dover Corporation,12/31/2014,11691.21046,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,4.5,6.900000095,2.200000048
DWDP,Dow Chemical Co.,12/31/2014,52797.8945,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102030,Other Specialty/Performance Chemical Manufacturing,4510203010,Diversified Specialty/Performance Chemicals Makers,4.5102E+11,Diversified Specialty/Performance Chemicals Makers,-,-,-
DPS,"Dr Pepper Snapple Group, Inc.",12/31/2014,13831.20765,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,"Juices, Soft Drinks and Energy Drinks Production",4.699999809,10,5.300000191
DTE,DTE Energy Company,12/31/2014,15286.73262,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Midwest Electric Utilities,3.799999952,10,1.600000024
DUK,Duke Energy Corporation,12/31/2014,59062.78,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Atlantic Electric Utilities,5,8.800000191,1.100000024
DNB,Dun & Bradstreet Corporation,12/31/2014,4342.464,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Credit and Information Bureaus,5.199999809,10,3.400000095
ETFC,E*TRADE Financial Corporation,12/31/2014,7016.306331,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102510,Brokerage Services,3.0201E+11,Retail Brokerage Services,2.200000048,5.5,5.099999905
DD,E. I. du Pont de Nemours and Company,12/31/2014,66914.14726,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102030,Other Specialty/Performance Chemical Manufacturing,4510203010,Diversified Specialty/Performance Chemicals Makers,4.5102E+11,Diversified Specialty/Performance Chemicals Makers,6,10,2.299999952
EMN,Eastman Chemical Company,12/31/2014,11272.54248,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102035,Specialty/Performance Fibers and Polymer Products,4510203510,"Fibers, Polymers and Resins Manufacturing",4.5102E+11,Multi-Type Fibers and Polymers Manufacturing,3.400000095,10,3.200000048
ETN,Eaton Corp. Plc,12/31/2014,31798.484,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,7.099999905,6.900000095,6.099999905
EBAY,eBay Inc.,12/31/2014,68690.88,-,-,-,-,-,-,-,-,-,-,-,-,6.199999809,7,3.5
ECL,Ecolab Inc.,12/31/2014,31340.5787,45,Non-Energy Materials,4520,Manufactured Products,452020,Other Materials,45202015,Diversified Materials,4520201510,Diversified Materials,4.5202E+11,Diversified Materials,8.100000381,10,4.300000191
EIX,Edison International,12/31/2014,21334.11777,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States West Electric Utilities,6.300000191,10,1.399999976
EW,Edwards Lifesciences Corporation,12/31/2014,13731.564,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151010,Cardiology Medical Devices,3.52015E+11,Cardiology Surgical Devices,6,6,3.799999952
EA,Electronic Arts Inc.,12/31/2014,14574.65,55,Technology,5520,Software and Consulting,552015,Software,55201540,General and Mixed-Type Software,5520154010,General and Mixed-Type Software,5.52015E+11,General and Mixed-Type Software,4.699999809,8.5,3.5
LLY,Eli Lilly and Company,12/31/2014,76622.15673,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,5.699999809,3.799999952,3.700000048
EMC,EMC Corporation,12/31/2014,59033.9,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152020,Data Storage Hardware,5515202020,Information and Disk Storage Systems,5.5152E+11,Disk Storage Systems,7.599999905,4.800000191,3.900000095
EMR,Emerson Electric Co.,12/31/2014,42512.03775,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,5.800000191,2.299999952,4.099999905
ESV,Ensco plc Class A,12/31/2014,7015.787421,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201515,Oil and Gas Well Drilling,2.5102E+11,Offshore Oil and Gas Well Drilling,3.5,6.099999905,3.599999905
ETR,Entergy Corporation,12/31/2014,15679.97722,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,US West South Central Electric Utilities,4.699999809,4,5.800000191
EOG,"EOG Resources, Inc.",12/31/2014,50481.50748,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Other US South Fossil Fuel Exploration/Production,2.400000095,6.099999905,3
EQT,EQT Corporation,12/31/2014,11475.8172,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Eastern Region Fossil Fuel Exploration/Production,2.599999905,5.5,4.400000095
EFX,Equifax Inc.,12/31/2014,9655.878,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Credit and Information Bureaus,6,3,3.200000048
EQR,Equity Residential,12/31/2014,26067.53582,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Apartment Equity REITs,4.599999905,8.5,5.800000191
ESS,"Essex Property Trust, Inc.",12/31/2014,13156.83466,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Apartment Equity REITs,4.5,7,4.699999809
EL,Estee Lauder Companies Inc. Class A,12/31/2014,28867.6083,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,7.300000191,1,4.400000095
EXC,Exelon Corporation,12/31/2014,31888.8,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102525,US Other and Mixed Wholesale Power,6.5101E+11,US Mixed Wholesale Power,7.800000191,4,4.699999809
EXPE,"Expedia Group, Inc.",12/31/2014,10846.43912,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101030,Travel Arrangement and Reservation Services,1510103020,Travel Agencies,1.5101E+11,Travel Agencies,7.900000095,1,1.899999976
EXPD,"Expeditors International of Washington, Inc.",12/31/2014,8549.760331,40,Industrials,4015,Industrial Services,401515,Delivery and Logistics Services,40151520,Logistics and Supply Chain Service Providers,4015152010,Logistics and Supply Chain Service Providers,4.01515E+11,Logistics and Supply Chain Service Providers,8,3,2.799999952
ESRX,Express Scripts Holding Company,12/31/2014,61478.887,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151015,Healthcare Administrative Support Services,3515101520,Other Healthcare Administrative Services,3.5151E+11,Pharmacy Benefit Management (PBM),6.300000191,6.099999905,2.299999952
XOM,Exxon Mobil Corporation,12/31/2014,388382.45,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101515,Integrated Oil and Gas Exploration and Production,2510151510,Integrated Oil and Gas Exploration and Production,2.51015E+11,Integrated Oil and Gas Exploration and Production,3.900000095,4.199999809,5.800000191
FFIV,"F5 Networks, Inc.",12/31/2014,9481.282945,55,Technology,5515,Hardware,551515,Communications Equipment,55151535,Wide Area Networking Equipment,5515153520,General Carrier Edge and Access Equipment,5.51515E+11,Carrier Edge Network Management Equipment,1.600000024,10,4.800000191
FB,"Facebook, Inc. Class A",12/31/2014,218378.9017,55,Technology,5520,Software and Consulting,552010,Internet and Data Services,55201035,Web-Based Data and Services,5520103510,Consumer Content Providers,5.5201E+11,Communication and Collaboration Content Sites,6,6.199999809,2.200000048
FDO,"Family Dollar Stores, Inc.",12/31/2014,9061.607049,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,3,8.5,2.200000048
FAST,Fastenal Company,12/31/2014,14071.47466,40,Industrials,4015,Industrial Services,401520,Diversified Industrials Distribution,40152010,Equipment and Supplies Distributors,4015201015,Industrial Machinery and Supplies Distributors,4.0152E+11,Maintenance/Repair/Overhaul Supplies Distributors,2.900000095,7,4.900000095
FDX,FedEx Corporation,12/31/2014,55223.88,40,Industrials,4015,Industrial Services,401515,Delivery and Logistics Services,40151510,Express Couriers,4015151010,Express Couriers,4.01515E+11,Express Couriers,7.900000095,7,0
FIS,"Fidelity National Information Services, Inc.",12/31/2014,17720.78,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101530,Electronic Transaction Processing/Clearinghouses,3.0301E+11,Electronic Payment Processing,5,8.5,2.599999905
FITB,Fifth Third Bancorp,12/31/2014,16789.95665,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201020,United States Midwest and West Commercial Banks,3.0102E+11,United States Midwest Commercial Banks,1.399999976,5.900000095,3
FSLR,"First Solar, Inc.",12/31/2014,4472.385368,40,Industrials,4010,Industrial Manufacturing,401015,Electrical Equipment and Power Systems,40101520,Power Generation and Support Products,4010152015,Renewable Energy/Distributed Power System Makers,4.01015E+11,Photovoltaic and Solar Cells and Systems Providers,6.699999809,3,2.099999905
